win_start	length	num_snp	num_missing num_indel	theta	pi
20600	600	7	0	0.0031610016209787533	0.0016469038208168643
20800	600	5	0	0.0022578583006991094	0.001225296442687747
21000	600	6	0	0.0027094299608389316	0.0013702239789196312
21200	600	3	0	0.0013547149804194658	0.0005665349143610014
21400	600	5	0	0.0022578583006991094	0.0008563899868247694
21600	600	8	0	0.0036125732811185755	0.0014229249011857706
21800	600	9	0	0.004064144941258397	0.001686429512516469
22000	600	7	0	0.0031610016209787533	0.001396574440052701
22200	600	3	0	0.0013547149804194658	0.0006851119894598156
22400	600	3	0	0.0013547149804194658	0.0006982872200263505
22600	600	7	0	0.0031610016209787533	0.0012779973649538867
22800	600	10	0	0.004515716601398219	0.001844532279314888
23000	600	7	0	0.0031610016209787533	0.0011462450592885376
23200	600	8	0	0.0036125732811185755	0.002714097496706192
23400	600	7	0	0.0031610016209787533	0.0029644268774703555
23600	600	9	0	0.004064144941258397	0.003254281949934124
23800	600	5	0	0.0022578583006991094	0.001251646903820817
24000	600	4	0	0.0018062866405592877	0.0005797101449275362
24200	578	3	22	0.0014062785263869886	0.0004524328548513141
24400	578	5	22	0.0023437975439783145	0.001521819602681693
24600	578	7	22	0.00328131656156964	0.0018234415059159024
24800	599	9	1	0.004070929824298896	0.00205155355547467
25000	591	14	9	0.0064182774030025445	0.0043836173312104066
25200	591	19	9	0.00871051933264631	0.006764045401195411
25400	572	31	28	0.014683973563987214	0.009293284715029583
25600	546	32	54	0.0158794429939278	0.00856542146019337
25800	540	28	60	0.014048896093238903	0.007124807488150241
26000	555	16	45	0.007810969256472595	0.004503459178789505
26200	589	11	11	0.005060055954028564	0.004383133430736298
26400	595	16	5	0.0072858620795668745	0.005495281591142979
26600	579	35	21	0.016378246740822555	0.010737072156226867
26800	579	31	21	0.014506447113299977	0.008008282973418417
27000	579	25	21	0.011698747672016112	0.005909366239839975
27200	600	4	0	0.0018062866405592877	0.0007114624505928853
27400	600	8	0	0.0036125732811185755	0.001686429512516469
27600	600	6	0	0.0027094299608389316	0.0012648221343873518
27800	600	9	0	0.004064144941258397	0.0033201581027667982
28000	600	6	0	0.0027094299608389316	0.002490118577075099
28200	600	8	0	0.0036125732811185755	0.003662714097496706
28400	600	4	0	0.0018062866405592877	0.0014624505928853755
28600	600	3	0	0.0013547149804194658	0.0013175230566534915
28800	600	2	0	0.0009031433202796439	0.0002898550724637681
29000	600	4	0	0.0018062866405592877	0.0005797101449275362
29200	599	7	1	0.003166278752232474	0.0022181393018206115
29400	594	18	6	0.008210393820724035	0.005370416714576555
29600	593	23	7	0.010508750269695687	0.007192621409671751
29800	553	31	47	0.015188486218084425	0.008460876002840437
30000	540	26	60	0.01304540351515041	0.007665793684277561
30200	541	26	59	0.013021290015122405	0.008387534416024899
30400	521	26	79	0.013521147597276816	0.0092183889729902
30600	538	25	62	0.012590287922113993	0.007565347620003397
30800	537	27	63	0.01362283220533541	0.009136289403136844
31000	580	24	20	0.01121143432071282	0.007639004539958148
31200	581	23	19	0.010725798468037078	0.007255113628397987
31400	570	23	30	0.010932787561279899	0.00547072346947464
31600	588	19	12	0.008754960757812874	0.0048503139230955785
31800	588	15	12	0.006911811124589111	0.00448654037886341
32000	600	19	0	0.008579861542656617	0.005488368244687453
32200	589	19	11	0.008740096647867521	0.005292159581131199
32400	588	17	12	0.007833385941200992	0.0047066274207825665
32600	547	19	53	0.00941118267933084	0.010520081436239127
32800	556	31	44	0.015106533954317783	0.01717068170169144
33000	557	37	43	0.01799800871652432	0.018001059306869748
33200	598	25	2	0.011327048331266435	0.009617051926745009
33400	593	20	7	0.009138043712778857	0.005804515380942637
33600	588	22	12	0.010137322982730696	0.0067642034496059955
33800	587	21	13	0.00969302030283093	0.006865021150531968
34000	593	17	7	0.007767337155862029	0.0059039512663245294
34200	589	18	11	0.008280091561137652	0.005811857036801357
34400	580	25	20	0.011678577417409188	0.009448643841707426
34600	566	27	34	0.012924842569372994	0.0082523757374501
34800	553	24	47	0.011758828039807297	0.008635048317892588
35000	563	18	37	0.00866247589611026	0.0038735784343221615
35200	578	13	22	0.006093873614343617	0.0028154182541481713
35400	600	8	0	0.0036125732811185755	0.0011594202898550724
35600	600	7	0	0.0031610016209787533	0.0010144927536231885
35800	600	4	0	0.0018062866405592877	0.0007114624505928853
36000	600	6	0	0.0027094299608389316	0.0016600790513833991
36200	600	5	0	0.0022578583006991094	0.0015151515151515152
36400	600	7	0	0.0031610016209787533	0.0023847167325428196
36600	600	6	0	0.0027094299608389316	0.0015810276679841897
36800	600	6	0	0.0027094299608389316	0.001831357048748353
37000	600	5	0	0.0022578583006991094	0.0009749670619235836
37200	600	5	0	0.0022578583006991094	0.0011067193675889327
37400	600	5	0	0.0022578583006991094	0.000994729907773386
37600	600	10	0	0.004515716601398219	0.0026284584980237153
37800	600	8	0	0.0036125732811185755	0.0022068511198945983
38000	600	10	0	0.004515716601398219	0.0023583662714097495
38200	600	7	0	0.0031610016209787533	0.0011462450592885376
38400	600	12	0	0.005418859921677863	0.002002635046113307
38600	600	10	0	0.004515716601398219	0.0017127799736495388
38800	583	12	17	0.005576871274454062	0.0025951968477190123
39000	583	7	17	0.0032531749100982023	0.0017129689422416782
39200	581	12	19	0.005596068765932389	0.004725800817769011
39400	598	11	2	0.004983901265757232	0.003784558999282926
39600	598	12	2	0.005436983199007889	0.004525727633482421
39800	600	8	0	0.0036125732811185755	0.0017523056653491436
40000	600	3	0	0.0013547149804194658	0.0010276679841897233
40200	600	4	0	0.0018062866405592877	0.0005797101449275362
40400	600	4	0	0.0018062866405592877	0.0007114624505928853
40600	600	7	0	0.0031610016209787533	0.001857707509881423
40800	600	6	0	0.0027094299608389316	0.0017127799736495388
41000	600	6	0	0.0027094299608389316	0.002292490118577075
41200	589	4	11	0.001840020346919478	0.0013152861754028064
41400	589	5	11	0.0023000254336493476	0.0021608272881617533
41600	589	4	11	0.001840020346919478	0.0012884436003945858
41800	600	4	0	0.0018062866405592877	0.0012648221343873518
42000	600	4	0	0.0018062866405592877	0.0013043478260869566
42200	600	4	0	0.0018062866405592877	0.0013043478260869566
42400	600	5	0	0.0022578583006991094	0.001699604743083004
42600	600	6	0	0.0027094299608389316	0.0017786561264822134
42800	600	9	0	0.004064144941258397	0.002924901185770751
43000	600	13	0	0.005870431581817685	0.003254281949934124
43200	600	13	0	0.005870431581817685	0.004308300395256917
43400	600	12	0	0.005418859921677863	0.0034519104084321474
43600	600	13	0	0.005870431581817685	0.0044137022397891966
43800	600	11	0	0.004967288261538041	0.0024110671936758894
44000	600	12	0	0.005418859921677863	0.0032674571805006588
44200	588	14	12	0.006451023716283169	0.002937538651824366
44400	588	22	12	0.010137322982730696	0.005164983164983165
44600	588	22	12	0.010137322982730696	0.004437710437710437
44800	600	14	0	0.006322003241957507	0.003048780487804878
45000	600	6	0	0.0027094299608389316	0.0016600790513833991
45200	600	4	0	0.0018062866405592877	0.0013702239789196312
45400	590	10	10	0.004592254170913443	0.0042607355798218
45600	590	18	10	0.008266057507644198	0.006891704707511958
45800	584	25	16	0.011598587161125561	0.008431761959513605
46000	594	23	6	0.010491058770925155	0.006464203786763447
46200	594	17	6	0.007754260830683811	0.0035764225018823275
46400	600	11	0	0.004967288261538041	0.0023326765816403857
46600	545	16	55	0.007954289793288606	0.0035855692281871513
46800	531	18	69	0.009184508341826885	0.005002391425367927
47000	531	15	69	0.007653756951522405	0.004483391073975953
47200	586	5	14	0.0023118003078830473	0.0018346396147256808
47400	600	2	0	0.0009031433202796439	0.0002898550724637681
47600	599	7	1	0.003166278752232474	0.0011500026436842383
47800	598	12	2	0.005436983199007889	0.0024201484003085025
48000	598	15	2	0.006796228998759862	0.003257892077338369
48200	585	15	15	0.006947256309843414	0.003718834403289947
48400	582	10	18	0.004655377939585793	0.002431305434443041
48600	581	9	19	0.004197051574449291	0.0022453409175959885
48800	595	11	5	0.0050090301797022264	0.0034054648325423003
49000	555	18	45	0.00878734041353167	0.005440042229977419
49200	532	24	68	0.012222992304536532	0.0077296066154004875
49400	532	20	68	0.01018582692044711	0.006140557518649391
49600	566	17	34	0.008137863839975588	0.005519161953134019
49800	561	11	39	0.005312607766350846	0.0044002919356324445
50000	536	15	64	0.007582359965034324	0.005780346820809248
50200	545	12	55	0.005965717344966454	0.004249812508271694
50400	574	12	26	0.005664313506980345	0.00302464810716689
50600	598	8	2	0.003624655466005259	0.0015222211191634402
50800	599	9	1	0.004070929824298896	0.0016664903184848165
51000	599	6	1	0.0027139532161992636	0.0013622897047931436
51200	600	4	0	0.0018062866405592877	0.0007120816520294327
51400	600	4	0	0.0018062866405592877	0.0007114624505928853
51600	600	3	0	0.0013547149804194658	0.0004347826086956522
51800	600	4	0	0.0018062866405592877	0.0005797101449275362
52000	600	5	0	0.0022578583006991094	0.001080368906455863
52200	598	8	2	0.003624655466005259	0.0016337707693935867
52400	562	18	38	0.008677889554288392	0.004093550510978158
52600	562	24	38	0.011570519405717856	0.008267099843360213
52800	562	32	38	0.015427359207623809	0.011962157405993441
53000	581	26	19	0.012124815659520175	0.01041147132169576
53200	581	21	19	0.00979312034038168	0.006304457104557641
53400	583	16	17	0.007435828365938748	0.003246346990698903
53600	599	15	1	0.006784883040498159	0.0030636758711906496
53800	574	21	26	0.009912548637215602	0.0055823109642493055
54000	557	47	43	0.02286233539666603	0.017384898151383044
54200	557	48	43	0.0233487680646802	0.017584441079567505
54400	556	48	44	0.02339076225184689	0.01868506919701459
54600	573	18	27	0.008511298306300309	0.0061575586112209025
54800	569	16	31	0.007618783721163955	0.005158016533534078
55000	592	11	8	0.005034413778585853	0.002110437314668875
55200	587	15	13	0.006923585930593521	0.0033403147707911024
55400	585	21	15	0.00972615883378078	0.004607628414397289
55600	588	19	12	0.008754960757812874	0.003912218316855426
55800	580	21	20	0.009810005030623717	0.005596793866527269
56000	561	20	39	0.009659286847910628	0.008737637585980193
56200	561	20	39	0.009659286847910628	0.008598865741722885
56400	574	20	26	0.009440522511633907	0.006852242489418318
56600	599	17	1	0.0076895341125645805	0.00395128945507886
56800	584	21	16	0.009742813215345472	0.006157643819638001
57000	577	18	23	0.00845229450521677	0.007637534206916518
57200	578	14	22	0.00656263312313928	0.006012244617183738
57400	560	10	40	0.004838267787212377	0.00531596925704526
57600	566	16	34	0.007659165967035848	0.005578357130469969
57800	566	21	34	0.010052655331734552	0.00669353835799823
58000	599	26	1	0.011760463936863474	0.006186587478346944
58200	591	20	9	0.009168967718575064	0.0037272542785632143
58400	591	20	9	0.009168967718575064	0.0037384680320784675
58600	591	14	9	0.0064182774030025445	0.002599508237359221
58800	600	10	0	0.004515716601398219	0.0023360785555907506
59000	600	6	0	0.0027094299608389316	0.0024769433465085637
59200	600	8	0	0.0036125732811185755	0.0028853754940711463
59400	600	30	0	0.013547149804194658	0.011828185636064005
59600	592	45	8	0.02059532909421485	0.016532266495675265
59800	580	43	20	0.0200871531579438	0.016305779651241446
60000	535	28	65	0.01418019418756824	0.008819302982929872
60200	543	16	57	0.007983587361588012	0.0031496652077956083
60400	555	18	45	0.00878734041353167	0.0034015844799964888
60600	600	12	0	0.005418859921677863	0.002450592885375494
60800	591	26	9	0.011919658034147584	0.008631476971515454
61000	590	30	10	0.01377676251274033	0.011048865041661316
61200	590	36	10	0.016532115015288396	0.013062664296961055
61400	599	17	1	0.0076895341125645805	0.006166590576761481
61600	600	11	0	0.004967288261538041	0.00391304347826087
61800	599	7	1	0.003166278752232474	0.0023289916328819117
62000	599	12	1	0.005427906432398527	0.0030003506027670647
62200	599	12	1	0.005427906432398527	0.0031486825426791445
62400	600	11	0	0.004967288261538041	0.002181959345947646
62600	600	6	0	0.0027094299608389316	0.001396574440052701
62800	600	5	0	0.0022578583006991094	0.0009749670619235836
63000	600	4	0	0.0018062866405592877	0.0008300395256916996
63200	589	7	11	0.0032200356071090865	0.001980809647550175
63400	583	18	17	0.008365306911681091	0.003811605587622528
63600	581	38	19	0.017720884425452565	0.012190177767699465
63800	586	46	14	0.021268562832524037	0.015014380546051824
64000	592	36	8	0.01647626327537188	0.01358702934476752
64200	565	22	35	0.010549992767868405	0.007325801303458312
64400	565	13	35	0.006234086635558603	0.003567641213278929
64600	565	12	35	0.005754541509746403	0.002682753825733368
64800	594	5	6	0.002280664950201121	0.0014639145073927682
65000	589	12	11	0.0055200610407584345	0.005092682795735046
65200	566	19	34	0.00909525958585507	0.007253563029495934
65400	551	26	49	0.012784968962216375	0.009567758127074548
65600	562	21	38	0.010124204480003124	0.006229271809661139
65800	585	21	15	0.00972615883378078	0.007129124732315734
66000	600	15	0	0.006773574902097329	0.0048710753428284
66200	584	12	16	0.00556732183734027	0.004022285636635412
66400	569	11	31	0.005237913808300219	0.0033681806829129056
66600	563	9	37	0.00433123794805513	0.002835270768358378
66800	579	13	21	0.006083348789448378	0.004935614620323541
67000	587	9	13	0.004154151558356113	0.003078473463696791
67200	565	16	35	0.007672722012995204	0.004458090355424849
67400	559	18	41	0.008724461412361497	0.006316156292198458
67600	566	23	34	0.011010051077614031	0.008235972883311697
67800	593	27	7	0.012336359012251458	0.010720917870727683
68000	598	22	2	0.009967802531514464	0.007075392083392407
68200	596	21	4	0.009546649190875429	0.005906933727578967
68400	597	21	3	0.009530658153704784	0.004900333328906654
68600	598	21	2	0.009514720598263806	0.005017331998913022
68800	600	18	0	0.008128289882516794	0.0043633583358599504
69000	599	9	1	0.004070929824298896	0.0019663866655229073
69200	583	8	17	0.003717914182969374	0.0017394967690206498
69400	583	12	17	0.005576871274454062	0.0034789935380412996
69600	578	16	22	0.007500152140730606	0.005533541883906847
69800	594	16	6	0.007298127840643586	0.005235955359432142
70000	566	16	34	0.007659165967035848	0.0060149198485236754
70200	572	12	28	0.005684118798962794	0.003755483978452824
70400	570	14	30	0.006654740254692112	0.0052357118890504414
70600	590	15	10	0.006888381256370165	0.004373472996503922
70800	581	28	19	0.013057493787175573	0.007599432795957983
71000	581	27	19	0.012591154723347875	0.006483673512914027
71200	589	18	11	0.008280091561137652	0.004048215644259561
71400	598	5	2	0.002265409666253287	0.0007120946538124452
71600	594	7	6	0.003192930930281569	0.001760962659587241
71800	594	13	6	0.005929728870522914	0.003468562814338505
72000	593	22	7	0.010051848084056745	0.004918010698357519
72200	592	20	8	0.009153479597428823	0.003880669415474169
72400	564	24	36	0.011529489195059282	0.0057810560351049395
72600	541	17	59	0.008513920394503112	0.004891344933164066
72800	548	19	52	0.009394008988310163	0.006227843249976047
73000	576	11	24	0.005174258605768793	0.0029405096425357087
73200	600	8	0	0.0036125732811185755	0.0022529644268774705
73400	600	4	0	0.0018062866405592877	0.0007114624505928853
73600	600	6	0	0.0027094299608389316	0.0017127799736495388
73800	600	8	0	0.0036125732811185755	0.0021343873517786563
74000	600	9	0	0.004064144941258397	0.0022793148880105403
74200	600	5	0	0.0022578583006991094	0.0008563899868247694
74400	600	6	0	0.0027094299608389316	0.0018584788153186106
74600	600	12	0	0.005418859921677863	0.0064492705789161
74800	600	17	0	0.007676718222376972	0.007175391114925078
75000	600	18	0	0.008128289882516794	0.007078511331566459
75200	600	12	0	0.005418859921677863	0.002837347410095678
75400	600	10	0	0.004515716601398219	0.002810953480699439
75600	584	12	16	0.00556732183734027	0.0026220374050023557
75800	584	13	16	0.006031265323785292	0.0031116855761405523
76000	584	18	16	0.008350982756010405	0.0043899962959406255
76200	600	11	0	0.004967288261538041	0.003043636483938201
76400	600	8	0	0.0036125732811185755	0.0019225306052337758
76600	600	5	0	0.0022578583006991094	0.0008563899868247694
76800	600	12	0	0.005418859921677863	0.003270451863036641
77000	600	14	0	0.006322003241957507	0.0035605725928221496
77200	600	13	0	0.005870431581817685	0.004444122088078016
77400	590	9	10	0.004133028753822099	0.0027803335057050562
77600	590	9	10	0.004133028753822099	0.0030359817572423614
77800	590	8	10	0.003673803336730754	0.0030359817572423614
78000	600	9	0	0.004064144941258397	0.0032415765130651346
78200	593	9	7	0.0041121196707504856	0.0031657405428510365
78400	593	11	7	0.005025924042028372	0.004033981620004274
78600	593	12	7	0.005482826227667314	0.004314490275699936
78800	600	15	0	0.006773574902097329	0.004690382081686429
79000	600	14	0	0.006322003241957507	0.0028063241106719367
79200	597	12	3	0.005446090373545591	0.0034162909408703597
79400	591	8	9	0.0036675870874300254	0.002982818696789123
79600	591	7	9	0.0032091387015012723	0.003303839543080329
79800	586	10	14	0.004623600615766095	0.004357269084973492
80000	577	16	23	0.007513150671303795	0.0051157260183060035
80200	577	19	23	0.008921866422173257	0.006111218648895279
80400	506	23	94	0.012315590731086052	0.006600131361837784
80600	508	22	92	0.011733751798908757	0.00804947638554601
80800	508	22	92	0.011733751798908757	0.007172800739595454
81000	581	18	19	0.008394103148898583	0.005418901677801709
81200	536	41	64	0.020725117237760483	0.012098495990890544
81400	530	46	70	0.02351580720728129	0.015082109249023272
81600	536	40	64	0.02021962657342486	0.012839921058263122
81800	594	15	6	0.006841994850603362	0.004605382582913695
82000	600	7	0	0.0031610016209787533	0.0015323934653412574
82200	600	8	0	0.0036125732811185755	0.002398528902273272
82400	600	7	0	0.0031610016209787533	0.0025703373815596465
82600	581	8	19	0.0037307125106215925	0.0030842427008561193
82800	569	24	31	0.011428175581745933	0.00942614008291512
83000	569	23	31	0.010952001599173184	0.008490126405312519
83200	573	25	27	0.011821247647639317	0.00959864759353309
83400	573	11	27	0.0052013489649613	0.002965628228283098
83600	573	15	27	0.00709274858858359	0.004366413714189441
83800	583	15	17	0.006971089093067577	0.0041130259531937646
84000	595	12	5	0.005464396559675156	0.003579507651363939
84200	595	7	5	0.0031875646598105074	0.0022355289421157683
84400	600	4	0	0.0018062866405592877	0.0009617918313570488
84600	569	18	31	0.00857113168630945	0.006715387512029121
84800	552	39	48	0.019142711679840274	0.01076119523254877
85000	548	54	52	0.026698762387828888	0.01573054082234009
85200	536	43	64	0.021736098566431723	0.01040247010541067
85400	495	22	105	0.012041910937061917	0.0071994889100022936
85600	499	5	101	0.00271485968019933	0.0014574603752960467
85800	542	3	58	0.0014996844801691501	0.000875107565304902
86000	600	2	0	0.0009031433202796439	0.0002898550724637681
86200	600	1	0	0.00045157166013982193	0.00014492753623188405
86400	600	0	0	0.0	0.0
86600	600	0	0	0.0	0.0
86800	510	0	90	0.0	0.0
87000	310	0	290	0.0	0.0
87200	110	0	490	0.0	0.0
87400	600	0	600	0	0
87600	600	0	600	0	0
87800	600	0	600	0	0
88000	600	0	600	0	0
88200	600	0	600	0	0
88400	600	0	600	0	0
88600	600	0	600	0	0
88800	130	0	470	0.0	0.0
89000	330	1	270	0.0008210393820724034	0.00026427378764399916
89200	530	4	70	0.002044852800633156	0.0022563075750670542
89400	600	5	0	0.0022578583006991094	0.0028504127160078386
89600	600	6	0	0.0027094299608389316	0.0029907773386034257
89800	600	5	0	0.0022578583006991094	0.002147562582345191
90000	600	5	0	0.0022578583006991094	0.0015678524374176548
90200	600	3	0	0.0013547149804194658	0.0012779973649538867
90400	600	2	0	0.0009031433202796439	0.00042160737812911727
90600	600	1	0	0.00045157166013982193	0.00014492753623188405
90800	600	1	0	0.00045157166013982193	0.00014492753623188405
91000	600	0	0	0.0	0.0
91200	600	1	0	0.00045157166013982193	0.00014492753623188405
91400	600	5	0	0.0022578583006991094	0.0013738078254207286
91600	600	7	0	0.0031610016209787533	0.002113550500647275
91800	600	7	0	0.0031610016209787533	0.002113550500647275
92000	600	4	0	0.0018062866405592877	0.0010276679841897233
92200	600	3	0	0.0013547149804194658	0.0004347826086956522
92400	600	3	0	0.0013547149804194658	0.0005665349143610014
92600	600	2	0	0.0009031433202796439	0.00042160737812911727
92800	600	3	0	0.0013547149804194658	0.0006982872200263505
93000	558	10	42	0.004855609248815289	0.002409741935945198
93200	558	10	42	0.004855609248815289	0.002409741935945198
93400	558	10	42	0.004855609248815289	0.0022667305450879164
93600	600	5	0	0.0022578583006991094	0.0013438735177865612
93800	600	6	0	0.0027094299608389316	0.0014888010540184454
94000	600	6	0	0.0027094299608389316	0.0022002635046113306
94200	600	4	0	0.0018062866405592877	0.0012911725955204215
94400	600	5	0	0.0022578583006991094	0.0014361001317523057
94600	600	4	0	0.0018062866405592877	0.0011725955204216073
94800	600	4	0	0.0018062866405592877	0.0011725955204216073
95000	600	2	0	0.0009031433202796439	0.0008827404479578392
95200	600	1	0	0.00045157166013982193	0.00014492753623188405
95400	600	1	0	0.00045157166013982193	0.00014492753623188405
95600	600	2	0	0.0009031433202796439	0.0010013175230566536
95800	600	2	0	0.0009031433202796439	0.0010013175230566536
96000	600	1	0	0.00045157166013982193	0.0008563899868247694
96200	600	0	0	0.0	0.0
96400	600	0	0	0.0	0.0
96600	600	0	0	0.0	0.0
96800	600	1	0	0.00045157166013982193	0.0003961232735627327
97000	600	1	0	0.00045157166013982193	0.0003961232735627327
97200	600	2	0	0.0009031433202796439	0.0005413684738690681
97400	600	1	0	0.00045157166013982193	0.00014492753623188405
97600	600	1	0	0.00045157166013982193	0.00014492753623188405
97800	600	1	0	0.00045157166013982193	0.0002766798418972332
98000	600	1	0	0.00045157166013982193	0.0002766798418972332
98200	593	2	7	0.0009138043712778858	0.0010264682161448787
98400	593	2	7	0.0009138043712778858	0.0013502764055909465
98600	593	2	7	0.0009138043712778858	0.0013502764055909465
98800	600	2	0	0.0009031433202796439	0.000872035409922706
99000	600	1	0	0.00045157166013982193	0.0002766798418972332
99200	600	1	0	0.00045157166013982193	0.0002766798418972332
99400	600	2	0	0.0009031433202796439	0.0002898550724637681
99600	597	2	3	0.0009076817289242652	0.0002913116306168524
99800	597	3	3	0.0013615225933863977	0.0004370311020467623
100000	597	1	3	0.0004538408644621326	0.00014567703401558745
100200	600	2	0	0.0009031433202796439	0.00028989708653428034
100400	592	3	8	0.0013730219396143235	0.0007077235338104903
100600	592	3	8	0.0013730219396143235	0.0007077235338104903
100800	592	3	8	0.0013730219396143235	0.0007077235338104903
101000	600	4	0	0.0018062866405592877	0.0012911725955204215
101200	600	4	0	0.0018062866405592877	0.0012911725955204215
101400	600	5	0	0.0022578583006991094	0.001686429512516469
101600	600	3	0	0.0013547149804194658	0.0011343850577744947
